break_id,reconciliation_id,business_date,break_type,mismatch_type,root_cause,source_system,comparison_system,source_record_id,comparison_record_id,source_value,target_value,difference,breaking_fields,severity,status,age,counterparty,client,corporate_action_type,needs_evidence_bundle,split
BRK00461,RECON-DAILY,2026-08-03,TRADE,TRADE_PRICE_MISMATCH,Confirmed price differs from booked price,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD100933,TRD100933,470.9,477.12,,price,P2,OPEN,0,HDFC-CUST,EQ-CORE-01,,True,TRAIN
BRK00462,RECON-DAILY,2026-08-20,TRADE,CONF_MISSING,External confirmation never received,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD100935,TRD100935,TRD100935,,,confirmation,P0,OPEN,0,KOTAK-CUST,EQ-INDEX-04,,True,TRAIN
BRK00463,RECON-DAILY,2026-08-03,CASH,CASH_FX_INPUT_DIFFERENCE,Cash posted in a different currency / at a stale or incorrect FX rate,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD100937,TRD100937,419262.5,433936.69,,"amount,currency",P2,OPEN,0,MORGANSTANLEY-BROKER,EQ-CORE-02,,False,TRAIN
BRK00464,RECON-DAILY,2026-08-11,CASH,CASH_WRONG_AMOUNT,Cash amount posted differs from expected trade value by a non-round amount,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD100938,TRD100938,236350.0,215078.5,,amount,P1,OPEN,0,KOTAK-CUST,EQ-INDEX-04,,False,TRAIN
BRK00465,RECON-DAILY,2026-08-08,TRADE,TRADE_COUNTERPARTY_ID_MISMATCH,Confirmed counterparty identifier differs from booked counterparty,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD100940,TRD100940,ICICI-CUST,MORGANSTANLEY-BROKER,,counterparty,P1,OPEN,0,ICICI-CUST,EQ-CORE-02,,True,TEST
BRK00466,RECON-DAILY,2026-08-03,POSITION,CA_INCORRECT_ENTITLEMENT,Corporate action entitlement calculated incorrectly (wrong ratio applied),INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD100941,TRD100941,375,325,,actual_quantity,P1,OPEN,0,ICICI-CUST,EQ-ALPHA-03,MANDATORY,True,TRAIN
BRK00467,RECON-DAILY,2026-08-09,POSITION,CA_MANDATORY_NOT_REFLECTED,"Mandatory corporate action (split/bonus) not yet reflected externally - mechanical, auto-correctable",INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD100944,TRD100944,300,200,,actual_quantity,P1,OPEN,0,NOMURA-BROKER,EQ-INDEX-04,MANDATORY,True,TRAIN
BRK00468,RECON-DAILY,2026-08-15,TRADE,TRADE_DATE_MISMATCH,Confirmed trade date differs from booked trade date,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD100946,TRD100946,2026-08-14,2026-08-15,,trade_date,P2,OPEN,0,HDFC-CUST,EQ-INDEX-04,,True,TRAIN
BRK00469,RECON-DAILY,2026-08-03,POSITION,CA_VOLUNTARY_DECISION,"Voluntary corporate action (tender/conversion) pending an election - requires a human business decision, always escalated",INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD100947,TRD100947,6000,2000,,actual_quantity,P1,OPEN,0,DEUTSCHE-BROKER,EQ-CORE-02,VOLUNTARY,True,TEST
BRK00470,RECON-DAILY,2026-08-13,TRADE,CONF_MISSING,External confirmation never received,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD100948,TRD100948,TRD100948,,,confirmation,P0,OPEN,0,HDFC-CUST,EQ-INDEX-04,,True,TEST
BRK00471,RECON-DAILY,2026-08-18,CASH,CASH_WRONG_AMOUNT,Cash amount posted differs from expected trade value by a non-round amount,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD100952,TRD100952,587685.0,652330.35,,amount,P1,OPEN,0,DEUTSCHE-BROKER,EQ-CORE-02,,True,TRAIN
BRK00472,RECON-DAILY,2026-08-15,TRADE,TRADE_PRICE_MISMATCH,Confirmed price differs from booked price,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD100953,TRD100953,12951.34,12753.45,,price,P2,OPEN,0,NOMURA-BROKER,EQ-CORE-02,,True,TRAIN
BRK00473,RECON-DAILY,2026-08-20,TRADE,TRADE_COUNTERPARTY_ID_MISMATCH,Confirmed counterparty identifier differs from booked counterparty,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD100954,TRD100954,HDFC-CUST,ICICI-CUST,,counterparty,P1,OPEN,0,HDFC-CUST,EQ-CORE-01,,True,TEST
BRK00474,RECON-DAILY,2026-08-09,TRADE,CONF_DISAGREEMENT,External confirmation received but disagrees with the booking on multiple fields,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD100956,TRD100956,"qty=200,price=468.68","qty=125,price=475.52",,"quantity,price",P1,OPEN,0,ICICI-CUST,EQ-CORE-01,,True,TRAIN
BRK00475,RECON-DAILY,2026-08-09,CASH,CASH_FX_INPUT_DIFFERENCE,Cash posted in a different currency / at a stale or incorrect FX rate,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD100957,TRD100957,418207.5,388932.98,,"amount,currency",P2,OPEN,0,NOMURA-BROKER,EQ-CORE-01,,False,TRAIN
BRK00476,RECON-DAILY,2026-08-21,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD100961,TRD100961,INSTRUCTED,MISSING,,instruction_status,P0,OPEN,0,MORGANSTANLEY-BROKER,EQ-CORE-02,,True,TRAIN
BRK00477,RECON-DAILY,2026-08-20,TRADE,CONF_MISSING,External confirmation never received,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD100965,TRD100965,TRD100965,,,confirmation,P0,OPEN,0,NOMURA-BROKER,EQ-CORE-02,,True,TRAIN
BRK00478,RECON-DAILY,2026-08-16,POSITION,CA_INCORRECT_ENTITLEMENT,Corporate action entitlement calculated incorrectly (wrong ratio applied),INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD100967,TRD100967,400,360,,actual_quantity,P1,OPEN,0,DEUTSCHE-BROKER,EQ-CORE-01,MANDATORY,True,TRAIN
BRK00479,RECON-DAILY,2026-08-13,TRADE,TRADE_PRICE_MISMATCH,Confirmed price differs from booked price,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD100968,TRD100968,610.06,600.74,,price,P2,OPEN,0,NOMURA-BROKER,EQ-CORE-01,,True,TRAIN
BRK00480,RECON-DAILY,2026-08-19,TRADE,CONF_MISSING,External confirmation never received,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD100971,TRD100971,TRD100971,,,confirmation,P0,OPEN,0,HDFC-CUST,EQ-INDEX-04,,True,TRAIN
BRK00481,RECON-DAILY,2026-08-18,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD100973,TRD100973,SSI-JP-3389,SSI-IN-0147,,ssi_code,P0,OPEN,0,NOMURA-BROKER,EQ-ALPHA-03,,True,TRAIN
BRK00482,RECON-DAILY,2026-08-11,TRADE,CONF_DISAGREEMENT,External confirmation received but disagrees with the booking on multiple fields,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD100975,TRD100975,"qty=250,price=1245.74","qty=175,price=1264.96",,"quantity,price",P1,OPEN,0,HDFC-CUST,EQ-ALPHA-03,,True,TRAIN
BRK00483,RECON-DAILY,2026-08-03,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD100976,TRD100976,2026-08-03,2026-08-04,,settlement_date,P2,OPEN,0,HDFC-CUST,EQ-ALPHA-03,,True,TRAIN
BRK00484,RECON-DAILY,2026-08-07,CASH,CASH_WRONG_AMOUNT,Cash amount posted differs from expected trade value by a non-round amount,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD100977,TRD100977,117365.0,96239.3,,amount,P1,OPEN,0,NOMURA-BROKER,EQ-ALPHA-03,,True,TRAIN
BRK00485,RECON-DAILY,2026-08-05,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD100978,TRD100978,SSI-IN-0091,SSI-IN-0147,,ssi_code,P0,OPEN,0,ICICI-CUST,EQ-ALPHA-03,,True,TRAIN
BRK00486,RECON-DAILY,2026-08-19,TRADE,CONF_MISSING,External confirmation never received,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD100980,TRD100980,TRD100980,,,confirmation,P0,OPEN,0,HDFC-CUST,EQ-ALPHA-03,,True,TRAIN
BRK00487,RECON-DAILY,2026-08-19,CASH,CASH_DUPLICATE_ENTRY,Same cash movement posted twice,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD100982,TRD100982,189919.0,379838.0,,"amount,cash_id",P1,OPEN,0,MORGANSTANLEY-BROKER,EQ-ALPHA-03,,True,TRAIN
BRK00488,RECON-DAILY,2026-08-20,POSITION,POS_TIMING_DIFFERENCE,"Timing difference - quantities agree, as-of dates don't (expected to self-resolve)",INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD100983,TRD100983,2026-08-20,2026-08-21,,as_of_date,P2,OPEN,0,NOMURA-BROKER,EQ-CORE-02,,True,TRAIN
BRK00489,RECON-DAILY,2026-08-03,CASH,CASH_DUPLICATE_ENTRY,Same cash movement posted twice,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD100984,TRD100984,169512.0,339024.0,,"amount,cash_id",P1,OPEN,0,HDFC-CUST,EQ-CORE-01,,False,TRAIN
BRK00490,RECON-DAILY,2026-08-08,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD100986,TRD100986,2026-08-08,2026-08-11,,"settlement_date,settlement_status",P1,OPEN,0,MORGANSTANLEY-BROKER,EQ-CORE-02,,True,TEST
BRK00491,RECON-DAILY,2026-08-16,POSITION,CA_VOLUNTARY_DECISION,"Voluntary corporate action (tender/conversion) pending an election - requires a human business decision, always escalated",INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD100987,TRD100987,300,100,,actual_quantity,P1,OPEN,0,NOMURA-BROKER,EQ-CORE-01,VOLUNTARY,True,TRAIN
BRK00492,RECON-DAILY,2026-08-21,POSITION,POS_MISSING_BOOKING,Missing upstream booking - position never reflected externally,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD100988,TRD100988,2000,0,,actual_quantity,P0,OPEN,0,MORGANSTANLEY-BROKER,EQ-CORE-01,,True,TEST
BRK00493,RECON-DAILY,2026-08-15,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD100989,TRD100989,INSTRUCTED,MISSING,,instruction_status,P0,OPEN,0,KOTAK-CUST,EQ-INDEX-04,,True,TRAIN
BRK00494,RECON-DAILY,2026-08-11,POSITION,POS_TIMING_DIFFERENCE,"Timing difference - quantities agree, as-of dates don't (expected to self-resolve)",INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD100990,TRD100990,2026-08-11,2026-08-12,,as_of_date,P2,OPEN,0,DEUTSCHE-BROKER,EQ-CORE-01,,False,TRAIN
BRK00495,RECON-DAILY,2026-08-15,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD100991,TRD100991,INSTRUCTED,MISSING,,instruction_status,P0,OPEN,0,DEUTSCHE-BROKER,EQ-ALPHA-03,,True,TRAIN
BRK00496,RECON-DAILY,2026-08-11,POSITION,CA_INCORRECT_ENTITLEMENT,Corporate action entitlement calculated incorrectly (wrong ratio applied),INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD100996,TRD100996,1500,1350,,actual_quantity,P1,OPEN,0,DEUTSCHE-BROKER,EQ-INDEX-04,MANDATORY,True,TRAIN
BRK00497,RECON-DAILY,2026-08-04,CASH,CASH_WRONG_AMOUNT,Cash amount posted differs from expected trade value by a non-round amount,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD100999,TRD100999,3090345.0,2812213.95,,amount,P1,OPEN,0,MORGANSTANLEY-BROKER,EQ-ALPHA-03,,False,TEST
BRK00498,RECON-DAILY,2026-08-07,TRADE,CONF_MISSING,External confirmation never received,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD101001,TRD101001,TRD101001,,,confirmation,P0,OPEN,0,MORGANSTANLEY-BROKER,EQ-CORE-01,,True,TRAIN
BRK00499,RECON-DAILY,2026-08-06,POSITION,POS_MISSING_BOOKING,Missing upstream booking - position never reflected externally,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD101002,TRD101002,2000,0,,actual_quantity,P0,OPEN,0,KOTAK-CUST,EQ-CORE-02,,True,TRAIN
BRK00500,RECON-DAILY,2026-08-11,CASH,CASH_DUPLICATE_ENTRY,Same cash movement posted twice,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD101005,TRD101005,3693860.0,7387720.0,,"amount,cash_id",P1,OPEN,0,KOTAK-CUST,EQ-ALPHA-03,,False,TRAIN
BRK00501,RECON-DAILY,2026-08-02,POSITION,POS_WRONG_QUANTITY,Wrong quantity - external position differs by a non-round amount,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD101006,TRD101006,1000,690,,actual_quantity,P1,OPEN,0,HDFC-CUST,EQ-ALPHA-03,,False,TRAIN
BRK00502,RECON-DAILY,2026-08-07,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD101007,TRD101007,INSTRUCTED,MISSING,,instruction_status,P0,OPEN,0,ICICI-CUST,EQ-CORE-02,,True,TRAIN
BRK00503,RECON-DAILY,2026-08-16,CASH,CASH_DUPLICATE_ENTRY,Same cash movement posted twice,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD101010,TRD101010,1236320.0,2472640.0,,"amount,cash_id",P1,OPEN,0,MORGANSTANLEY-BROKER,EQ-ALPHA-03,,False,TRAIN
BRK00504,RECON-DAILY,2026-08-08,TRADE,CONF_MISSING,External confirmation never received,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD101012,TRD101012,TRD101012,,,confirmation,P0,OPEN,0,HDFC-CUST,EQ-CORE-01,,True,TRAIN
BRK00505,RECON-DAILY,2026-08-17,TRADE,TRADE_DATE_MISMATCH,Confirmed trade date differs from booked trade date,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD101013,TRD101013,2026-08-16,2026-08-17,,trade_date,P2,OPEN,0,DEUTSCHE-BROKER,EQ-CORE-01,,True,TRAIN
BRK00506,RECON-DAILY,2026-08-11,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD101015,TRD101015,2026-08-11,2026-08-12,,settlement_date,P2,OPEN,0,NOMURA-BROKER,EQ-CORE-01,,True,TRAIN
BRK00507,RECON-DAILY,2026-08-21,CASH,CASH_MISSING_ENTRY,Expected cash movement never posted,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD101018,TRD101018,212150.0,,,amount,P0,OPEN,0,HDFC-CUST,EQ-CORE-01,,False,TRAIN
BRK00508,RECON-DAILY,2026-08-08,CASH,CASH_WRONG_AMOUNT,Cash amount posted differs from expected trade value by a non-round amount,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD101019,TRD101019,1298374.0,1648934.98,,amount,P1,OPEN,0,KOTAK-CUST,EQ-CORE-02,,False,TRAIN
BRK00509,RECON-DAILY,2026-08-05,TRADE,TRADE_QUANTITY_MISMATCH,Confirmed quantity differs from booked quantity,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD101021,TRD101021,250,450,,quantity,P1,OPEN,0,HDFC-CUST,EQ-ALPHA-03,,True,TRAIN
BRK00510,RECON-DAILY,2026-08-15,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD101022,TRD101022,2026-08-15,2026-08-16,,settlement_date,P2,OPEN,0,ICICI-CUST,EQ-ALPHA-03,,True,TRAIN
BRK00511,RECON-DAILY,2026-08-17,POSITION,POS_TIMING_DIFFERENCE,"Timing difference - quantities agree, as-of dates don't (expected to self-resolve)",INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD101023,TRD101023,2026-08-17,2026-08-18,,as_of_date,P2,OPEN,0,KOTAK-CUST,EQ-ALPHA-03,,False,TRAIN
BRK00512,RECON-DAILY,2026-08-14,POSITION,POS_WRONG_QUANTITY,Wrong quantity - external position differs by a non-round amount,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD101024,TRD101024,1000,690,,actual_quantity,P1,OPEN,0,KOTAK-CUST,EQ-INDEX-04,,False,TRAIN
BRK00513,RECON-DAILY,2026-08-14,POSITION,CA_VOLUNTARY_DECISION,"Voluntary corporate action (tender/conversion) pending an election - requires a human business decision, always escalated",INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD101027,TRD101027,6000,2000,,actual_quantity,P1,OPEN,0,DEUTSCHE-BROKER,EQ-CORE-01,VOLUNTARY,True,TRAIN
BRK00514,RECON-DAILY,2026-08-21,TRADE,TRADE_COUNTERPARTY_ID_MISMATCH,Confirmed counterparty identifier differs from booked counterparty,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD101029,TRD101029,DEUTSCHE-BROKER,KOTAK-CUST,,counterparty,P1,OPEN,0,DEUTSCHE-BROKER,EQ-CORE-01,,True,TRAIN
BRK00515,RECON-DAILY,2026-08-03,CASH,CASH_DUPLICATE_ENTRY,Same cash movement posted twice,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD101033,TRD101033,486625.0,973250.0,,"amount,cash_id",P1,OPEN,0,ICICI-CUST,EQ-INDEX-04,,False,TRAIN
BRK00516,RECON-DAILY,2026-08-12,CASH,CASH_MISSING_ENTRY,Expected cash movement never posted,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD101034,TRD101034,2838420.0,,,amount,P0,OPEN,0,HDFC-CUST,EQ-ALPHA-03,,False,TRAIN
BRK00517,RECON-DAILY,2026-08-05,POSITION,CA_INCORRECT_ENTITLEMENT,Corporate action entitlement calculated incorrectly (wrong ratio applied),INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD101037,TRD101037,150,130,,actual_quantity,P1,OPEN,0,DEUTSCHE-BROKER,EQ-INDEX-04,MANDATORY,True,TRAIN
BRK00518,RECON-DAILY,2026-08-03,POSITION,CA_MANDATORY_NOT_REFLECTED,"Mandatory corporate action (split/bonus) not yet reflected externally - mechanical, auto-correctable",INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD101038,TRD101038,3000,1500,,actual_quantity,P1,OPEN,0,ICICI-CUST,EQ-CORE-02,MANDATORY,True,TEST
BRK00519,RECON-DAILY,2026-08-06,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD101039,TRD101039,INSTRUCTED,MISSING,,instruction_status,P0,OPEN,0,KOTAK-CUST,EQ-INDEX-04,,True,TRAIN
BRK00520,RECON-DAILY,2026-08-17,POSITION,CA_INCORRECT_ENTITLEMENT,Corporate action entitlement calculated incorrectly (wrong ratio applied),INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD101040,TRD101040,400,460,,actual_quantity,P1,OPEN,0,NOMURA-BROKER,EQ-INDEX-04,MANDATORY,True,TRAIN
BRK00521,RECON-DAILY,2026-08-14,POSITION,CA_INCORRECT_ENTITLEMENT,Corporate action entitlement calculated incorrectly (wrong ratio applied),INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD101041,TRD101041,375,425,,actual_quantity,P1,OPEN,0,KOTAK-CUST,EQ-INDEX-04,MANDATORY,True,TRAIN
BRK00522,RECON-DAILY,2026-08-11,POSITION,POS_MISSING_BOOKING,Missing upstream booking - position never reflected externally,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD101042,TRD101042,1000,0,,actual_quantity,P0,OPEN,0,KOTAK-CUST,EQ-CORE-01,,False,TRAIN
BRK00523,RECON-DAILY,2026-08-13,POSITION,POS_WRONG_QUANTITY,Wrong quantity - external position differs by a non-round amount,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD101044,TRD101044,200,234,,actual_quantity,P1,OPEN,0,DEUTSCHE-BROKER,EQ-ALPHA-03,,False,TRAIN
BRK00524,RECON-DAILY,2026-08-14,POSITION,CA_VOLUNTARY_DECISION,"Voluntary corporate action (tender/conversion) pending an election - requires a human business decision, always escalated",INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD101048,TRD101048,150,100,,actual_quantity,P1,OPEN,0,MORGANSTANLEY-BROKER,EQ-INDEX-04,VOLUNTARY,True,TRAIN
BRK00525,RECON-DAILY,2026-08-05,CASH,CASH_DUPLICATE_ENTRY,Same cash movement posted twice,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD101049,TRD101049,236778.0,473556.0,,"amount,cash_id",P1,OPEN,0,NOMURA-BROKER,EQ-CORE-02,,True,TRAIN
BRK00526,RECON-DAILY,2026-08-14,POSITION,CA_VOLUNTARY_DECISION,"Voluntary corporate action (tender/conversion) pending an election - requires a human business decision, always escalated",INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD101052,TRD101052,1500,750,,actual_quantity,P1,OPEN,0,HDFC-CUST,EQ-CORE-01,VOLUNTARY,True,TRAIN
BRK00527,RECON-DAILY,2026-08-20,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD101053,TRD101053,SSI-US-7742,SSI-DE-5510,,ssi_code,P0,OPEN,0,MORGANSTANLEY-BROKER,EQ-INDEX-04,,True,TRAIN
BRK00528,RECON-DAILY,2026-08-22,TRADE,TRADE_COUNTERPARTY_ID_MISMATCH,Confirmed counterparty identifier differs from booked counterparty,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD101054,TRD101054,KOTAK-CUST,HDFC-CUST,,counterparty,P1,OPEN,0,KOTAK-CUST,EQ-ALPHA-03,,True,TRAIN
BRK00529,RECON-DAILY,2026-08-22,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD101057,TRD101057,INSTRUCTED,MISSING,,instruction_status,P0,OPEN,0,MORGANSTANLEY-BROKER,EQ-INDEX-04,,True,TEST
BRK00530,RECON-DAILY,2026-08-03,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD101062,TRD101062,INSTRUCTED,MISSING,,instruction_status,P0,OPEN,0,HDFC-CUST,EQ-CORE-02,,True,TRAIN
BRK00531,RECON-DAILY,2026-08-10,POSITION,CA_VOLUNTARY_DECISION,"Voluntary corporate action (tender/conversion) pending an election - requires a human business decision, always escalated",INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD101063,TRD101063,200,100,,actual_quantity,P1,OPEN,0,NOMURA-BROKER,EQ-CORE-02,VOLUNTARY,True,TRAIN
BRK00532,RECON-DAILY,2026-08-03,TRADE,TRADE_DATE_MISMATCH,Confirmed trade date differs from booked trade date,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD101064,TRD101064,2026-08-02,2026-08-03,,trade_date,P2,OPEN,0,ICICI-CUST,EQ-ALPHA-03,,True,TRAIN
BRK00533,RECON-DAILY,2026-08-15,POSITION,POS_TIMING_DIFFERENCE,"Timing difference - quantities agree, as-of dates don't (expected to self-resolve)",INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD101065,TRD101065,2026-08-15,2026-08-16,,as_of_date,P2,OPEN,0,KOTAK-CUST,EQ-CORE-01,,True,TEST
BRK00534,RECON-DAILY,2026-08-20,TRADE,TRADE_DATE_MISMATCH,Confirmed trade date differs from booked trade date,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD101066,TRD101066,2026-08-19,2026-08-20,,trade_date,P2,OPEN,0,NOMURA-BROKER,EQ-CORE-01,,True,TEST
BRK00535,RECON-DAILY,2026-08-08,CASH,CASH_WRONG_AMOUNT,Cash amount posted differs from expected trade value by a non-round amount,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD101068,TRD101068,1378780.0,1254689.8,,amount,P1,OPEN,0,HDFC-CUST,EQ-CORE-01,,True,TRAIN
BRK00536,RECON-DAILY,2026-08-10,TRADE,TRADE_QUANTITY_MISMATCH,Confirmed quantity differs from booked quantity,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD101069,TRD101069,750,650,,quantity,P1,OPEN,0,MORGANSTANLEY-BROKER,EQ-CORE-01,,True,TRAIN
BRK00537,RECON-DAILY,2026-08-06,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD101071,TRD101071,INSTRUCTED,MISSING,,instruction_status,P0,OPEN,0,KOTAK-CUST,EQ-INDEX-04,,True,TEST
BRK00538,RECON-DAILY,2026-08-05,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD101077,TRD101077,INSTRUCTED,MISSING,,instruction_status,P0,OPEN,0,HDFC-CUST,EQ-ALPHA-03,,True,TEST
BRK00539,RECON-DAILY,2026-08-08,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD101080,TRD101080,SSI-JP-3389,SSI-IN-0203,,ssi_code,P0,OPEN,0,NOMURA-BROKER,EQ-ALPHA-03,,True,TRAIN
BRK00540,RECON-DAILY,2026-08-15,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD101083,TRD101083,2026-08-15,2026-08-19,,"settlement_date,settlement_status",P1,OPEN,0,KOTAK-CUST,EQ-CORE-02,,True,TEST
BRK00541,RECON-DAILY,2026-08-16,POSITION,POS_WRONG_QUANTITY,Wrong quantity - external position differs by a non-round amount,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD101085,TRD101085,500,345,,actual_quantity,P1,OPEN,0,HDFC-CUST,EQ-ALPHA-03,,True,TRAIN
BRK00542,RECON-DAILY,2026-08-09,TRADE,CONF_DISAGREEMENT,External confirmation received but disagrees with the booking on multiple fields,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD101091,TRD101091,"qty=500,price=1242.26","qty=425,price=1260.07",,"quantity,price",P1,OPEN,0,KOTAK-CUST,EQ-INDEX-04,,True,TRAIN
BRK00543,RECON-DAILY,2026-08-12,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD101092,TRD101092,2026-08-12,2026-08-13,,settlement_date,P2,OPEN,0,NOMURA-BROKER,EQ-INDEX-04,,True,TRAIN
